cell_id,recipe_id,partition,discharge_specific_capacity_cycle30_mah_g,cell_capacity_mah,active_mass_mg,electrode_thickness_um,porosity_pct,coating_speed_m_per_min,coating_gap_um,drying_temperature_c,calendering_applied,active_material_fraction_pct,binder_cmc_fraction_pct,binder_sbr_fraction_pct,conductive_additive_fraction_pct,mixing_solids_pct
AS-143,protocol-ed97f46ca2ef,HISTORICAL_MODEL_DEVELOPMENT,,7.809246512868581,20.99259815287253,101.0,,0.1,300.0,120.0,0.0,94.51867696025454,1.2007287146671959,1.7931949120011608,2.4873994130771027,48.0
AS-76,protocol-d0cddda48771,HISTORICAL_MODEL_DEVELOPMENT,,9.247329279083461,24.858412040546938,149.1,,0.1,300.0,120.0,0.0,94.5186769602545,1.2007287146672,1.79319491200116,2.4873994130771,48.0
AS-77,protocol-d0cddda48771,HISTORICAL_MODEL_DEVELOPMENT,,9.697389411297408,26.068251105638197,160.1,,0.1,300.0,120.0,0.0,94.5186769602545,1.2007287146672,1.79319491200116,2.4873994130771,48.0
AS-78,protocol-d0cddda48771,HISTORICAL_MODEL_DEVELOPMENT,,9.120749866898288,24.51814480349002,146.9,,0.1,300.0,120.0,0.0,94.5186769602545,1.2007287146672,1.79319491200116,2.4873994130771,48.0
AS-79,protocol-d0cddda48771,HISTORICAL_MODEL_DEVELOPMENT,,9.806388349567973,26.36125900421498,156.1,,0.1,300.0,120.0,0.0,94.5186769602545,1.2007287146672,1.79319491200116,2.4873994130771,48.0
AS-136,protocol-d0cddda48771,HISTORICAL_MODEL_DEVELOPMENT,,6.550484580582695,17.608829517695415,109.9,,0.1,300.0,120.0,0.0,94.5186769602545,1.2007287146672,1.79319491200116,2.4873994130771,48.0
AS-137,protocol-d0cddda48771,HISTORICAL_MODEL_DEVELOPMENT,,9.795840065219206,26.3329034011269,158.6,,0.1,300.0,120.0,0.0,94.5186769602545,1.2007287146672,1.79319491200116,2.4873994130771,48.0
AS-138,protocol-d0cddda48771,HISTORICAL_MODEL_DEVELOPMENT,,9.349296027788183,25.132516203731676,167.6,,0.1,300.0,120.0,0.0,94.5186769602545,1.2007287146672,1.79319491200116,2.4873994130771,48.0
AS-139,protocol-d0cddda48771,HISTORICAL_MODEL_DEVELOPMENT,,10.070095458287083,27.07014908141689,163.7,,0.1,300.0,120.0,0.0,94.5186769602545,1.2007287146672,1.79319491200116,2.4873994130771,48.0
AS-80,protocol-b90908421962,HISTORICAL_MODEL_DEVELOPMENT,,6.620806476241125,17.797866871615927,82.9,,0.5,300.0,120.0,0.0,94.5186769602545,1.2007287146672,1.79319491200116,2.4873994130771,48.0
AS-81,protocol-b90908421962,HISTORICAL_MODEL_DEVELOPMENT,,6.427421263180443,17.278014148334524,80.6,,0.5,300.0,120.0,0.0,94.5186769602545,1.2007287146672,1.79319491200116,2.4873994130771,48.0
AS-82,protocol-b90908421962,HISTORICAL_MODEL_DEVELOPMENT,,6.736837604077534,18.109778505584767,84.4,,0.5,300.0,120.0,0.0,94.5186769602545,1.2007287146672,1.79319491200116,2.4873994130771,48.0
AS-83,protocol-b90908421962,HISTORICAL_MODEL_DEVELOPMENT,,6.698160561465397,18.005807960928486,83.9,,0.5,300.0,120.0,0.0,94.5186769602545,1.2007287146672,1.79319491200116,2.4873994130771,48.0
AS-84,protocol-b90908421962,HISTORICAL_MODEL_DEVELOPMENT,,6.733321509294612,18.10032663788874,108.1,,0.5,300.0,120.0,0.0,94.5186769602545,1.2007287146672,1.79319491200116,2.4873994130771,48.0
AS-85,protocol-b90908421962,HISTORICAL_MODEL_DEVELOPMENT,,7.063834418889229,18.98880220131513,116.8,,0.5,300.0,120.0,0.0,94.5186769602545,1.2007287146672,1.79319491200116,2.4873994130771,48.0
AS-86,protocol-b90908421962,HISTORICAL_MODEL_DEVELOPMENT,,6.571581149280224,17.66554072387157,106.5,,0.5,300.0,120.0,0.0,94.5186769602545,1.2007287146672,1.79319491200116,2.4873994130771,48.0
AS-87,protocol-b90908421962,HISTORICAL_MODEL_DEVELOPMENT,,6.754418077992138,18.157037844064888,108.2,,0.5,300.0,120.0,0.0,94.5186769602545,1.2007287146672,1.79319491200116,2.4873994130771,48.0
AS-88,protocol-e5aff906376e,HISTORICAL_MODEL_DEVELOPMENT,,10.931538680102843,29.385856666943127,177.3,,0.1,300.0,80.0,0.0,94.5186769602545,1.2007287146672,1.79319491200116,2.4873994130771,48.0
AS-89,protocol-e5aff906376e,HISTORICAL_MODEL_DEVELOPMENT,,6.677063992767867,17.949096754752333,107.4,,0.1,300.0,80.0,0.0,94.5186769602545,1.2007287146672,1.79319491200116,2.4873994130771,48.0
AS-90,protocol-e5aff906376e,HISTORICAL_MODEL_DEVELOPMENT,,6.575097244063145,17.674992591567595,108.3,,0.1,300.0,80.0,0.0,94.5186769602545,1.2007287146672,1.79319491200116,2.4873994130771,48.0
AS-91,protocol-e5aff906376e,HISTORICAL_MODEL_DEVELOPMENT,,9.887258529575167,26.578651961223567,161.4,,0.1,300.0,80.0,0.0,94.5186769602545,1.2007287146672,1.79319491200116,2.4873994130771,48.0
AS-96,protocol-e5aff906376e,HISTORICAL_MODEL_DEVELOPMENT,,7.1376724093305794,19.187291422931665,93.7,,0.1,300.0,80.0,0.0,94.5186769602545,1.2007287146672,1.79319491200116,2.4873994130771,48.0
AS-97,protocol-e5aff906376e,HISTORICAL_MODEL_DEVELOPMENT,,7.767053375473522,20.87917574052022,98.3,,0.1,300.0,80.0,0.0,94.5186769602545,1.2007287146672,1.79319491200116,2.4873994130771,48.0
AS-98,protocol-e5aff906376e,HISTORICAL_MODEL_DEVELOPMENT,,7.295896674562044,19.61262546925281,92.5,,0.1,300.0,80.0,0.0,94.5186769602545,1.2007287146672,1.79319491200116,2.4873994130771,48.0
AS-99,protocol-e5aff906376e,HISTORICAL_MODEL_DEVELOPMENT,,7.956922493751282,21.389576596105595,95.5,,0.1,300.0,80.0,0.0,94.5186769602545,1.2007287146672,1.79319491200116,2.4873994130771,48.0
AS-104,protocol-e6035bbc53ca,HISTORICAL_MODEL_DEVELOPMENT,,11.047569807939249,29.69776830091196,124.4,,0.3,300.0,120.0,0.0,94.5186769602545,1.2007287146672,1.79319491200116,2.4873994130771,48.0
AS-105,protocol-e6035bbc53ca,HISTORICAL_MODEL_DEVELOPMENT,,11.427308044494769,30.718570012082708,139.2,,0.3,300.0,120.0,0.0,94.5186769602545,1.2007287146672,1.79319491200116,2.4873994130771,48.0
AS-106,protocol-e6035bbc53ca,HISTORICAL_MODEL_DEVELOPMENT,,10.720572993127554,28.818744605181596,134.0,,0.3,300.0,120.0,0.0,94.5186769602545,1.2007287146672,1.79319491200116,2.4873994130771,48.0
AS-107,protocol-e6035bbc53ca,HISTORICAL_MODEL_DEVELOPMENT,,11.413243665363083,30.68076254129861,139.2,,0.3,300.0,120.0,0.0,94.5186769602545,1.2007287146672,1.79319491200116,2.4873994130771,48.0
AS-100,protocol-e6035bbc53ca,HISTORICAL_MODEL_DEVELOPMENT,,8.36127339378725,22.47654138114852,134.4,,0.3,300.0,120.0,0.0,94.5186769602545,1.2007287146672,1.79319491200116,2.4873994130771,48.0
AS-101,protocol-e6035bbc53ca,HISTORICAL_MODEL_DEVELOPMENT,,10.949119154017447,29.433116005423248,176.5,,0.3,300.0,120.0,0.0,94.5186769602545,1.2007287146672,1.79319491200116,2.4873994130771,48.0
AS-102,protocol-e6035bbc53ca,HISTORICAL_MODEL_DEVELOPMENT,,10.425221031362153,28.024787718715466,167.3,,0.3,300.0,120.0,0.0,94.5186769602545,1.2007287146672,1.79319491200116,2.4873994130771,48.0
AS-103,protocol-e6035bbc53ca,HISTORICAL_MODEL_DEVELOPMENT,,10.636186718337438,28.591899780476982,172.4,,0.3,300.0,120.0,0.0,94.5186769602545,1.2007287146672,1.79319491200116,2.4873994130771,48.0
