benchmark_seed,step,candidate_id,C1,C2,C3,C4,predicted_mean,predicted_std,acquisition_method,acquisition_score,exploration_score,exploitation_score,controller_reason,simulated_lifetime,best_observed_lifetime,should_stop,stop_reason
13,25,ATTIA_CONT_364bdd03910c,3.9077,5.8495,5.2685,4.615394614430839,836.2308852342941,183.30129608657313,greedy,836.2309651578814,93.18561819324488,0.013259629051373095,Late budget phase (0% remaining); switching to pure exploitation of posterior mean.,877.0,1468.0,False,"Active search warranted (max EI: 0.01 cycles, max std: 186.37)."
14,1,ATTIA_CONT_b5e98a2140f2,5.3251,3.9256,5.5885,4.719955347310809,677.0000011283388,254.09938726101785,gp_ucb,1340.908100058763,249.01739951579748,3.464315793988108,Early exploration phase (step 1/25); prioritizing epistemic coverage (beta=2.61).,954.0,1139.0,False,"Active search warranted (max EI: 3.46 cycles, max std: 254.10)."
14,2,ATTIA_CONT_d0b31faa9554,4.9678,4.1568,5.5943,4.70114930433611,951.2467181348053,204.39091872975422,gp_ucb,1539.3813725389216,230.99757477008015,20.89760371886021,Early exploration phase (step 2/25); prioritizing epistemic coverage (beta=2.88).,936.0,1139.0,False,"Active search warranted (max EI: 20.90 cycles, max std: 240.62)."
14,3,ATTIA_CONT_27006da5b80f,7.987593145822725,4.7673579392678915,3.6008225853943503,4.531754968116364,694.4783431105826,257.2627230717043,gp_ucb,1418.47982153695,245.078698208539,7.723880910941439,Stagnation detected (4 steps without improvement) with high epistemic variance (260.7); boosting exploration (beta=2.81).,742.0,1139.0,False,"Active search warranted (max EI: 7.72 cycles, max std: 260.72)."
14,4,ATTIA_CONT_332052861821,6.13888360769545,3.6196343536477267,5.462252739863226,4.737279528911751,934.0400830937003,148.099053654965,gp_ucb,1341.2451573288222,205.6970325592181,6.071581583726154,Stagnation detected (5 steps without improvement) with high epistemic variance (223.6); boosting exploration (beta=2.75).,949.0,1139.0,False,"Active search warranted (max EI: 6.07 cycles, max std: 223.58)."
14,5,ATTIA_CONT_7aeefbeaa2ac,4.2339573312128795,4.788157107844632,5.547952957886051,4.80648158038872,905.1635563352177,144.25898974682372,gp_ucb,1292.2510452624292,197.63014108933388,4.019902837928466,Stagnation detected (6 steps without improvement) with high epistemic variance (219.6); boosting exploration (beta=2.68).,958.0,1139.0,False,"Active search warranted (max EI: 4.02 cycles, max std: 219.59)."
14,6,ATTIA_CONT_560e786a5c94,5.047507206367431,4.081217756513667,5.5152672388251744,4.787530531136645,994.0058264656935,94.97454413888912,gp_ucb,1242.3964905318498,186.38010669496683,2.617900162766226,Stagnation detected (7 steps without improvement) with high epistemic variance (211.8); boosting exploration (beta=2.62).,1062.0,1139.0,False,"Active search warranted (max EI: 2.62 cycles, max std: 211.80)."
14,7,ATTIA_CONT_046cbf4a21f8,5.298297050413584,3.9702084293004014,5.417743638690246,4.80448593353985,1000.7460383095996,88.79905979235724,gp_ucb,1226.791540741396,184.6997940648519,2.2821968167247118,Stagnation detected (8 steps without improvement) with high epistemic variance (214.8); boosting exploration (beta=2.55).,931.0,1139.0,False,"Active search warranted (max EI: 2.28 cycles, max std: 214.77)."
14,8,ATTIA_CONT_1058b50cc3cd,5.243511106804635,3.923752076812502,5.567853532550237,4.803976132412104,1010.8289058746628,83.83172151120776,gp_ucb,1218.2171314155073,175.8823281627799,2.2987715068185572,Stagnation detected (9 steps without improvement) with high epistemic variance (209.4); boosting exploration (beta=2.47).,905.0,1139.0,False,"Active search warranted (max EI: 2.30 cycles, max std: 209.38)."
14,9,ATTIA_CONT_c54b3a022ff0,4.404542468972891,4.609279281597624,5.516802912685545,4.805914755159929,955.9272637188145,96.31839032085593,gp_ucb,1187.0914004888687,169.8435884445395,1.0625053713701655,Stagnation detected (10 steps without improvement) with high epistemic variance (207.1); boosting exploration (beta=2.40).,654.0,1139.0,False,"Active search warranted (max EI: 1.06 cycles, max std: 207.13)."
14,10,ATTIA_CONT_cdf94a7e0958,5.589261184347725,3.7498875336448103,5.570901090406811,4.8021520244661495,969.4823856432804,128.88504178206767,gp_ucb,1268.9841578815974,179.49294132179114,5.679074281874371,Stagnation detected (11 steps without improvement) with high epistemic variance (224.4); boosting exploration (beta=2.32).,806.0,1139.0,False,"Active search warranted (max EI: 5.68 cycles, max std: 224.37)."
14,11,ATTIA_CONT_4ea76f1cf0ad,5.987514779348455,3.6400611678361536,5.511718403103351,4.758124242391673,923.6242228936233,136.64266017219336,gp_ucb,1230.3862341626605,167.62926882391378,3.4038124803347642,Stagnation detected (12 steps without improvement) with high epistemic variance (214.9); boosting exploration (beta=2.24).,700.0,1139.0,False,"Active search warranted (max EI: 3.40 cycles, max std: 214.91)."
14,12,ATTIA_CONT_8c40addc82bc,5.297817712799636,3.936200782019631,5.594127307949026,4.722206882544593,907.727580818765,142.89738715506147,gp_ucb,1216.861894729207,164.3959535963945,3.178876508949987,Stagnation detected (13 steps without improvement) with high epistemic variance (216.3); boosting exploration (beta=2.16).,932.0,1139.0,False,"Active search warranted (max EI: 3.18 cycles, max std: 216.31)."
14,13,ATTIA_CONT_6de6e21e7386,5.682819331488785,3.715670056486245,5.581418153265217,4.783134074636411,907.259273755645,137.7562631257049,gp_ucb,1193.5802899091027,160.12808867635275,2.6298153327673273,Stagnation detected (14 steps without improvement) with high epistemic variance (216.4); boosting exploration (beta=2.08).,1030.0,1139.0,False,"Active search warranted (max EI: 2.63 cycles, max std: 216.39)."
14,14,ATTIA_CONT_7afa9374d86f,4.778589703814193,4.262269120982552,5.534952891875211,4.789736656371597,910.0491126923182,135.64680981987547,gp_ucb,1179.9828560010524,158.98592385350818,2.5546467214574893,Stagnation detected (15 steps without improvement) with high epistemic variance (220.8); boosting exploration (beta=1.99).,817.0,1139.0,False,"Active search warranted (max EI: 2.55 cycles, max std: 220.81)."
14,15,ATTIA_CONT_20d726db0851,4.853679647718562,4.2015713389207505,5.580536252435053,4.7595558764885,905.4875560860187,132.40546579994697,gp_ucb,1156.7092640360352,151.48498298759193,2.069938632595804,Stagnation detected (16 steps without improvement) with high epistemic variance (216.4); boosting exploration (beta=1.90).,684.0,1139.0,False,"Active search warranted (max EI: 2.07 cycles, max std: 216.41)."
14,16,ATTIA_CONT_46c17ca4b65b,5.9318090638933825,3.613242911675589,5.564834351167735,4.8009723972407565,904.4185516427342,143.6706905519074,gp_ucb,1163.0257946361673,145.4319702723561,3.0890723621813567,Stagnation detected (17 steps without improvement) with high epistemic variance (213.9); boosting exploration (beta=1.80).,752.0,1139.0,False,"Active search warranted (max EI: 3.09 cycles, max std: 213.87)."
14,17,ATTIA_CONT_9c83783b35ae,5.781912638440312,3.6975286201367266,5.531092088291504,4.781642777503088,884.842517949139,142.8308162457487,gp_ucb,1127.234450900608,139.1681395360724,2.1465955496267064,Stagnation detected (18 steps without improvement) with high epistemic variance (210.9); boosting exploration (beta=1.70).,1054.0,1139.0,False,"Active search warranted (max EI: 2.15 cycles, max std: 210.86)."
14,18,ATTIA_CONT_038d0358ad4d,5.7991188379178205,3.703666324071919,5.478238434198249,4.799611716879713,896.4737555922511,143.44721928990978,gp_ucb,1124.1891566951606,135.56928961918737,2.682916353468782,Stagnation detected (19 steps without improvement) with high epistemic variance (211.8); boosting exploration (beta=1.59).,1152.0,1152.0,False,"Active search warranted (max EI: 2.68 cycles, max std: 211.83)."
14,19,ATTIA_CONT_2be8b1f9a963,5.588420560323754,3.8016450891593747,5.557849067104128,4.729873198971864,912.3233321252914,149.31019534355528,expected_improvement,3.4271832370537556,139.78329782795998,3.4271832370537556,Balancing predicted mean (912.3) and posterior epistemic uncertainty (225.5).,857.0,1152.0,False,"Active search warranted (max EI: 3.43 cycles, max std: 225.46)."
14,20,ATTIA_CONT_6f8f444dd999,5.835350136641129,3.7017937142119837,5.462208796188462,4.790451762193358,910.5027098842181,146.95178394207718,expected_improvement,3.0806168666557063,132.6990786140066,3.0806168666557063,Balancing predicted mean (910.5) and posterior epistemic uncertainty (221.2).,1048.0,1152.0,False,"Active search warranted (max EI: 3.08 cycles, max std: 221.17)."
14,21,ATTIA_CONT_3d3592b97969,6.0173261132468,3.6138741566435315,5.55253605495399,4.754267916912134,923.5356998104388,146.779531119886,expected_improvement,3.7763835126563485,128.83557515602973,3.7763835126563485,Balancing predicted mean (923.5) and posterior epistemic uncertainty (222.1).,961.0,1152.0,False,"Active search warranted (max EI: 3.78 cycles, max std: 222.13)."
14,22,ATTIA_CONT_84acfdd8cbaf,5.842962616578202,3.7154054766100324,5.461796558150901,4.763090730017668,919.6776821325985,141.85120213649117,greedy,919.6776821325986,124.35193422979125,3.0136578987228866,Late budget phase (12% remaining); switching to pure exploitation of posterior mean.,689.0,1152.0,False,"Active search warranted (max EI: 3.01 cycles, max std: 222.06)."
