benchmark_seed,strategy,step,query_id,candidate_id,C1,C2,C3,C4,trust_region_length,success_counter,failure_counter,expanded,contracted,restarted,global_escape,best_observed_lifetime,simulated_lifetime
4,turbo_nei,18,Q_S04_turbo_nei_ST18,ATTIA_CONT_0ffe7829a085,4.549386088312812,5.5365584480988845,5.470752814856125,3.9981506543835077,0.1,0,1,False,False,False,False,1197.0,1012.0
4,turbo_nei,19,Q_S04_turbo_nei_ST19,ATTIA_CONT_e1124bf1dbae,4.844556549084233,5.670006756876084,5.332765803049754,3.8018548608536036,0.1,0,2,False,False,False,False,1197.0,910.0
4,turbo_nei,20,Q_S04_turbo_nei_ST20,ATTIA_CONT_4621b3987522,4.665273129202021,5.678565006726884,5.433274971568036,3.8635140090129716,0.1,0,3,False,False,False,False,1197.0,646.0
4,turbo_nei,21,Q_S04_turbo_nei_ST21,ATTIA_CONT_a9eacccc9bb0,4.53075434120995,5.622762050856201,5.364832791728241,4.026220364445381,0.1,0,4,False,False,False,False,1197.0,1188.0
4,turbo_nei,22,Q_S04_turbo_nei_ST22,ATTIA_CONT_f12bfacad97a,4.776390030105826,5.696758027573865,5.413886170747946,3.7918780857033445,0.05,0,0,False,True,False,False,1197.0,575.0
4,turbo_nei,23,Q_S04_turbo_nei_ST23,ATTIA_CONT_b0082734ae7b,4.683093828997422,5.585064844967226,5.435059564708531,3.8946920896978554,0.05,0,1,False,False,False,False,1197.0,1026.0
4,turbo_nei,24,Q_S04_turbo_nei_ST24,ATTIA_CONT_4e70ace2cacd,4.761632503863965,5.574010526162658,5.416457023432818,3.856614806047581,0.05,0,2,False,False,False,False,1197.0,749.0
4,turbo_nei,25,Q_S04_turbo_nei_ST25,ATTIA_CONT_df9a18e01598,4.8049699526674905,5.55334689914692,5.387069768711979,3.8533533235851594,0.05,0,3,False,False,False,False,1197.0,991.0
5,turbo_nei,1,Q_S05_turbo_nei_ST01,ATTIA_CONT_122f906fb676,4.885096247429638,5.169690385825788,5.129063375464575,4.16273767740653,0.8,0,1,False,False,False,False,1075.0,716.0
5,turbo_nei,2,Q_S05_turbo_nei_ST02,ATTIA_CONT_885c0bb8f214,4.821606286576069,5.191546795479052,5.208330295420863,4.1440017615986084,0.8,0,2,False,False,False,False,1075.0,962.0
5,turbo_nei,3,Q_S05_turbo_nei_ST03,ATTIA_CONT_58dcc630b4a6,4.58134494739481,5.231977093068734,5.24467488974409,4.287155435432774,0.8,0,3,False,False,False,False,1075.0,1009.0
