budget,initial_protocols,queries,seed,strategy,final_best_seen,final_simple_regret,regret_auc,hit_top_10_pct,hit_top_5_pct,queries_to_top_10_pct,queries_to_top_5_pct
10,5,5,48,gp_ucb,698.60639685,151.13427195000008,215.82080298333344,1,0,4,6
10,5,5,49,random,709.44713095,140.29353785000012,140.29353785000012,1,0,0,6
10,5,5,49,greedy,849.7406688000001,0.0,40.26716247500004,1,1,0,1
10,5,5,49,gp_ucb,849.7406688000001,0.0,40.26716247500004,1,1,0,1
12,5,7,0,random,686.5946031000001,163.1460657,163.1460657,0,0,8,8
12,5,7,0,greedy,849.7406688000001,0.0,61.1797746375,1,1,3,3
12,5,7,0,gp_ucb,849.7406688000001,0.0,61.1797746375,1,1,3,3
12,5,7,1,random,686.5946031000001,163.1460657,163.1460657,0,0,8,8
12,5,7,1,greedy,849.7406688000001,0.0,40.786516425,1,1,2,2
12,5,7,1,gp_ucb,849.7406688000001,0.0,40.786516425,1,1,2,2
12,5,7,2,random,709.44713095,140.29353785000012,143.0037213750001,1,0,0,8
12,5,7,2,greedy,849.7406688000001,0.0,128.16539287500007,1,1,0,4
12,5,7,2,gp_ucb,709.4786504,140.2620184000001,148.4162085625001,1,1,0,6
12,5,7,3,random,686.5946031000001,163.1460657,163.41794433750002,0,0,8,8
12,5,7,3,greedy,748.4312318,101.30943700000012,146.1897357312501,1,1,5,6
12,5,7,3,gp_ucb,849.7406688000001,0.0,104.85946203125008,1,1,3,4
12,5,7,4,random,709.4786504,140.2620184000001,155.3652612312501,1,1,1,1
12,5,7,4,greedy,709.4786504,140.2620184000001,171.8275357562501,1,1,2,3
12,5,7,4,gp_ucb,849.7406688000001,0.0,154.2947834562501,1,1,2,3
12,5,7,5,random,748.4312318,101.30943700000012,101.30943700000012,1,1,0,0
12,5,7,5,greedy,849.7406688000001,0.0,63.31839812500007,1,1,0,0
12,5,7,5,gp_ucb,849.7406688000001,0.0,63.31839812500007,1,1,0,0
12,5,7,6,random,637.38784285,212.35282595000012,242.45606065000015,0,0,8,8
12,5,7,6,greedy,644.5142754,205.22639340000012,220.84572863125015,0,0,8,8
12,5,7,6,gp_ucb,684.419574,165.32109480000008,215.85756630625013,0,0,8,8
12,5,7,7,random,849.7406688000001,0.0,0.0,1,1,0,0
12,5,7,7,greedy,849.7406688000001,0.0,0.0,1,1,0,0
12,5,7,7,gp_ucb,849.7406688000001,0.0,0.0,1,1,0,0
12,5,7,8,random,849.7406688000001,0.0,0.0,1,1,0,0
12,5,7,8,greedy,849.7406688000001,0.0,0.0,1,1,0,0
12,5,7,8,gp_ucb,849.7406688000001,0.0,0.0,1,1,0,0
12,5,7,9,random,849.7406688000001,0.0,149.08894300000009,1,1,5,5
12,5,7,9,greedy,849.7406688000001,0.0,122.58542192500008,1,1,1,4
12,5,7,9,gp_ucb,748.4312318,101.30943700000012,162.0165718125001,1,1,2,2
